InsuredNric,Insured_Premium,Claim_count,Discounts,Coverage_final,ExpDate,EffDate,Advance_purchase,Cumulative_Policies,Insured_age,No_of_insured,avg_past_3_trips_claims,avg_past_3_trips_claims_amount,Region,plantype_fgi,Policies_Per_Year,trip_duration,Tenure_Years,RG5_capped,RG6_capped,RG7_capped,RG8_capped,RG9_capped,RG10_capped,GrossClaimIncurredWithGSTHTD_capped
341H,880.91,0,258.63,Deluxe,2023-06-17,2022-05-03,28,5,24,1,0.74,917.89,ASEAN,Family,4.57,19,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
005Y,483.61,0,154.68,Preferred,2023-09-17,2023-01-14,66,10,22,3,2.51,305.99,ASEAN,Family,1.79,15,4.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427R,221.27,0,45.27,Deluxe,2023-03-31,2023-12-27,38,8,49,3,2.2,557.17,ASIA,Family,0.89,26,7.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341T,126.5,0,35.61,Classic,2023-02-17,2023-09-09,32,9,42,4,0.48,548.93,ASEAN,Family,1.1494252873563218,9,7.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
051Q,170.8,0,12.31,Deluxe,2022-09-07,2022-10-08,41,5,35,3,2.61,132.16,WORLDWIDE,Group,1.4326647564469912,22,3.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430S,500.62,1,83.43,Deluxe,2022-10-15,2022-07-27,43,12,45,1,0.52,500.56,ASIA,Group,2.0338983050847457,12,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
810U,592.43,0,210.43,Deluxe,2022-01-24,2023-02-12,85,14,29,3,2.35,509.05,ASEAN,Individual,0.98,11,6.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
039C,251.43,0,60.63,Classic,2023-08-11,2022-02-16,75,4,55,1,2.56,577.64,WORLDWIDE,Individual,3.7037037037037033,10,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
091N,536.87,1,100.3,Classic,2023-10-17,2023-05-23,85,12,29,1,0.22,234.71,ASEAN,Group,2.1015761821366024,26,5.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161R,355.31,1,53.16,Classic,2023-08-09,2022-12-11,40,14,35,1,2.62,403.43,ASEAN,Individual,2.180685358255452,29,6.42,1021.43,0.0,0.0,0.0,0.0,0.0,1128.71
176U,922.62,1,330.59,Preferred,2022-04-07,2023-02-12,28,5,26,1,0.52,545.84,ASEAN,Individual,1.5015015015015014,24,3.33,1022.42,551.98,6419.1,0.0,0.0,0.0,8581.22
532Q,371.8,1,128.4,Deluxe,2023-11-16,2022-10-21,45,7,57,2,2.85,553.91,ASEAN,Family,1.25,26,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
543H,483.67,1,99.05,Deluxe,2023-07-30,2023-07-30,58,2,20,1,0.23,630.78,ASEAN,Individual,0.6153846153846154,13,3.25,53.2,0.0,0.0,0.0,0.0,0.0,58.14
513L,260.51,1,18.27,Classic,2022-01-03,2023-12-01,68,5,38,4,0.62,182.5,ASIA,Family,3.1645569620253164,14,1.58,0.0,377.76,0.0,0.0,0.0,0.0,413.51
104H,274.3,1,23.56,Classic,2023-02-15,2023-07-12,81,9,22,3,1.65,200.87,ASIA,Individual,3.92,24,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434K,219.86,1,51.35,Classic,2022-05-12,2022-11-19,51,10,49,4,2.91,968.18,WORLDWIDE,Group,1.5313935681470137,29,6.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822V,158.32,0,48.48,Classic,2023-09-18,2023-05-29,78,2,67,1,2.25,992.02,ASIA,Group,0.47619047619047616,15,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
036K,556.15,0,44.53,Deluxe,2023-11-01,2022-10-23,42,14,45,4,2.98,271.16,ASEAN,Family,2.45,17,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820Q,265.2,0,96.37,Classic,2023-07-24,2022-12-26,51,8,69,2,0.31,565.43,ASIA,Individual,0.97,12,3.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
563I,359.59,0,103.91,Classic,2023-07-24,2023-07-23,41,12,38,2,0.7,605.36,ASEAN,Individual,1.9769357495881383,3,6.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423X,360.91,0,115.62,Preferred,2022-11-09,2022-04-13,73,2,33,3,1.84,298.47,ASEAN,Individual,0.6802721088435374,12,2.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154H,230.17,1,50.85,Classic,2023-05-19,2022-09-03,88,12,42,3,0.16,894.52,ASEAN,Individual,2.2727272727272725,4,5.28,0.0,664.46,0.0,0.0,0.0,0.0,721.16
030Z,837.26,1,132.93,Preferred,2022-07-01,2023-04-14,28,8,67,2,0.98,179.28,ASIA,Individual,1.263823064770932,4,6.33,0.0,0.0,1270.39,0.0,0.0,0.0,1352.86
136D,980.09,2,285.64,Preferred,2023-08-11,2023-03-30,2,9,18,2,2.96,490.47,ASIA,Individual,1.9189765458422172,19,4.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389A,278.36,0,38.53,Classic,2022-02-07,2022-04-02,21,4,18,2,1.69,878.96,WORLDWIDE,Individual,1.7937219730941705,25,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343Z,577.78,0,227.86,Preferred,2022-02-25,2023-03-14,54,9,46,3,2.75,268.04,ASIA,Family,4.87,22,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
969M,211.08,1,77.56,Deluxe,2023-06-06,2022-12-06,8,14,38,2,1.54,400.78,ASEAN,Family,4.06,3,3.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171Y,320.03,0,66.48,Classic,2022-06-01,2023-01-17,65,12,66,1,0.22,840.23,WORLDWIDE,Family,1.89,15,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430S,609.16,0,134.63,Preferred,2023-06-20,2023-03-15,10,3,21,1,0.4,513.27,ASEAN,Individual,1.1070110701107012,9,2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
656N,676.15,0,2.12,Deluxe,2022-09-20,2022-07-20,68,5,25,2,2.01,196.1,ASEAN,Individual,1.2224938875305624,6,4.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435H,316.21,0,8.22,Deluxe,2023-01-13,2022-02-12,25,2,28,3,0.0,324.09,ASEAN,Individual,0.3105590062111801,27,6.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
884X,672.29,0,209.34,Deluxe,2024-01-11,2022-06-25,68,12,67,2,1.65,285.57,ASEAN,Family,3.3,21,2.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121T,306.78,1,44.6,Classic,2023-04-06,2023-10-01,45,3,19,3,0.45,600.79,ASEAN,Individual,0.5008347245409015,15,5.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338O,407.04,1,40.66,Deluxe,2023-01-23,2023-04-15,14,6,30,4,0.57,146.0,WORLDWIDE,Individual,0.52,15,2.47,708.64,24.34,0.0,0.0,0.0,0.0,814.9
148T,241.38,1,11.54,Deluxe,2022-01-09,2022-12-21,83,8,28,3,0.69,648.39,WORLDWIDE,Group,1.2678288431061808,21,6.31,120.49,30.64,0.0,0.0,0.0,0.0,171.5
495S,720.83,0,252.17,Preferred,2023-11-16,2023-08-06,31,8,34,4,0.76,38.43,WORLDWIDE,Individual,2.4464831804281344,13,3.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242X,320.67,0,23.31,Classic,2022-01-24,2023-01-02,28,14,68,3,2.35,273.72,WORLDWIDE,Individual,2.345058626465662,13,5.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0
016H,297.03,0,106.21,Deluxe,2022-10-27,2023-05-16,86,6,46,1,1.45,894.07,ASEAN,Group,0.88,16,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148T,145.64,1,40.48,Classic,2022-02-05,2023-06-03,88,6,38,2,1.82,636.61,WORLDWIDE,Family,3.87,16,0.93,334.64,247.46,0.0,0.0,844.58,0.0,1588.33
389A,416.38,0,102.93,Classic,2023-10-20,2023-11-26,29,12,55,1,1.27,295.92,WORLDWIDE,Family,1.05,17,7.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338O,594.96,0,34.58,Preferred,2023-04-07,2022-06-18,22,13,34,1,0.01,874.12,ASEAN,Individual,1.18,15,6.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
784R,806.49,0,264.64,Deluxe,2023-01-16,2022-12-17,3,12,28,4,0.08,196.5,ASEAN,Family,2.54,18,3.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278R,331.98,0,94.27,Deluxe,2024-01-10,2023-11-27,53,1,74,4,1.82,502.8,WORLDWIDE,Individual,0.12987012987012986,29,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103C,98.12,1,23.78,Classic,2024-01-14,2022-07-04,18,7,73,1,1.82,100.0,ASEAN,Family,0.74,24,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121T,195.56,0,10.08,Deluxe,2023-07-19,2023-12-01,48,6,66,3,2.08,657.7,ASEAN,Individual,0.7614213197969544,25,7.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
651H,798.87,0,313.62,Preferred,2023-05-04,2023-01-23,3,6,37,1,0.15,335.73,ASEAN,Individual,1.6438356164383563,20,3.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384E,309.38,0,31.25,Classic,2023-08-31,2023-08-28,87,5,36,1,1.83,691.4,ASIA,Group,1.08,14,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
014F,685.4,1,253.24,Deluxe,2023-02-28,2022-02-19,55,14,21,3,1.41,233.07,ASEAN,Group,1.0,24,7.05,8.33,0.0,1590.22,0.0,0.0,74.04,1908.67
801Y,531.21,0,51.57,Preferred,2023-10-15,2022-03-19,28,5,45,3,1.65,706.73,ASEAN,Group,1.8939393939393938,24,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260M,75.44,0,24.24,Deluxe,2022-08-23,2022-03-12,31,3,36,4,2.47,853.49,ASEAN,Individual,1.2987012987012987,23,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204L,1045.4,1,306.42,Preferred,2023-03-22,2022-03-31,78,11,28,4,1.24,544.77,ASEAN,Family,1.4397905759162304,10,7.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
869X,338.71,0,102.96,Deluxe,2022-02-21,2024-01-23,57,5,40,4,2.99,80.34,ASIA,Individual,0.8710801393728222,7,5.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148T,266.89,1,66.83,Deluxe,2022-05-11,2022-05-07,13,14,58,4,1.04,914.57,ASEAN,Group,0.85,27,7.34,769.23,0.0,0.0,0.0,147.1,0.0,983.1
411X,321.87,1,88.38,Classic,2023-02-28,2022-09-19,29,7,54,2,1.11,143.08,ASIA,Individual,0.948509485094851,28,7.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
632U,453.6,0,3.83,Classic,2022-11-30,2023-02-08,59,1,62,4,2.2,974.46,WORLDWIDE,Individual,0.17699115044247787,22,5.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
005Y,451.72,0,78.98,Classic,2022-04-20,2023-07-29,51,9,57,2,2.61,608.45,WORLDWIDE,Group,2.2004889975550124,10,4.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
091N,350.9,1,98.67,Deluxe,2023-03-28,2023-03-21,4,6,48,2,0.03,666.47,WORLDWIDE,Family,1.048951048951049,27,5.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0
632U,253.48,2,73.99,Classic,2023-03-17,2022-04-08,6,6,48,2,0.47,497.07,ASEAN,Individual,0.9554140127388535,24,6.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
951Y,437.78,0,107.19,Deluxe,2022-05-16,2022-11-17,80,3,25,4,2.55,128.96,ASIA,Individual,0.4195804195804196,19,7.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001G,283.17,1,35.17,Deluxe,2023-12-16,2022-03-16,63,9,55,1,1.1,964.3,ASEAN,Family,1.5126050420168067,6,5.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
018Y,281.85,1,89.54,Classic,2023-04-24,2023-12-09,75,1,20,4,1.74,789.48,ASIA,Individual,1.4084507042253522,21,0.71,0.0,0.0,0.0,0.0,293.2,0.0,334.21
166T,257.05,0,19.0,Classic,2024-01-15,2023-12-11,57,7,29,2,2.41,810.94,ASIA,Individual,1.876675603217158,26,3.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155T,660.14,0,176.99,Preferred,2023-10-16,2022-05-04,1,8,64,4,0.52,367.92,ASEAN,Group,1.2558869701726845,6,6.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
026K,368.86,0,146.91,Deluxe,2022-03-03,2023-12-22,19,11,45,2,1.15,250.12,ASEAN,Group,1.394169835234474,11,7.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171Y,581.78,1,91.29,Preferred,2022-12-14,2022-07-25,8,5,41,2,2.65,692.71,ASIA,Individual,0.6684491978609626,9,7.48,0.0,0.0,1338.53,0.0,0.0,134.37,1609.81
133C,323.38,1,55.81,Classic,2022-08-10,2023-02-11,58,6,61,3,1.49,504.58,ASIA,Family,0.87,27,0.58,0.0,0.0,0.0,0.0,859.64,2316.43,3388.12
011W,536.3,1,59.62,Preferred,2023-03-27,2023-03-29,58,8,41,4,0.08,957.3,ASIA,Individual,1.0025062656641603,10,7.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
957T,1015.51,0,373.01,Preferred,2023-02-09,2023-01-31,27,14,27,1,1.17,675.27,ASEAN,Individual,2.692307692307692,18,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
016I,446.72,0,175.33,Preferred,2022-05-10,2022-07-15,66,3,22,4,1.27,51.55,ASEAN,Family,0.71,7,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103C,735.88,0,11.57,Preferred,2023-09-06,2022-05-10,51,11,24,3,0.18,62.06,ASEAN,Individual,0.59,5,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
656N,921.42,0,263.02,Preferred,2022-11-16,2023-11-15,54,12,35,2,2.08,767.26,ASEAN,Individual,0.73,21,7.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0
896G,341.86,0,5.93,Deluxe,2023-11-23,2022-04-26,44,4,28,3,2.43,908.28,WORLDWIDE,Family,1.7094017094017095,19,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347C,266.03,0,11.61,Classic,2022-03-22,2022-08-03,83,11,24,2,1.24,516.33,ASEAN,Family,2.570093457943925,7,4.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
868O,172.09,0,21.71,Deluxe,2023-05-06,2022-10-06,4,13,23,1,2.83,985.7,ASEAN,Individual,1.73,28,3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
805B,634.82,0,73.34,Deluxe,2023-05-18,2022-09-24,13,1,31,4,0.33,988.87,WORLDWIDE,Individual,0.13315579227696406,22,7.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107T,308.78,1,9.86,Deluxe,2023-11-23,2022-11-29,80,9,19,1,1.36,4.99,ASEAN,Family,4.95,15,1.42,602.64,0.0,826.3,0.0,0.0,0.0,1587.14
543H,280.67,0,101.58,Deluxe,2023-05-14,2023-08-04,80,10,73,3,2.54,394.48,ASEAN,Individual,1.2531328320802004,13,7.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387Z,407.81,1,128.69,Deluxe,2023-11-22,2023-11-29,33,1,58,2,2.93,671.74,ASEAN,Family,0.5263157894736842,24,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393A,475.06,1,187.41,Deluxe,2023-03-06,2023-04-04,66,6,20,3,1.28,649.76,ASIA,Group,1.1342155009451795,25,5.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435H,300.77,1,0.0,Deluxe,2022-08-02,2023-01-26,31,12,29,4,0.06,209.14,ASIA,Group,1.07,22,4.02,0.0,0.0,0.0,0.0,0.0,374.04,429.7
389A,178.91,0,39.92,Classic,2023-12-31,2023-08-08,66,14,31,4,2.17,135.41,WORLDWIDE,Family,3.38,29,3.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164O,788.78,0,280.59,Preferred,2022-10-02,2022-05-24,2,11,50,1,2.15,227.79,ASEAN,Family,2.7,14,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
939T,397.53,0,73.39,Deluxe,2023-08-25,2022-06-18,40,13,38,2,0.48,272.7,ASEAN,Family,1.63,10,6.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
514Q,224.69,0,21.25,Classic,2023-09-27,2022-07-21,77,14,26,1,0.18,542.33,ASIA,Individual,4.45,7,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
957A,297.41,1,55.7,Deluxe,2023-03-03,2023-04-29,85,1,50,1,0.06,912.88,ASEAN,Family,0.1388888888888889,21,7.2,0.0,98.22,0.0,0.0,0.0,0.0,104.15
036K,802.33,0,138.96,Deluxe,2022-10-17,2023-06-13,55,12,33,4,2.44,625.64,ASEAN,Individual,3.9735099337748343,14,3.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824J,50.0,0,0.2,Classic,2023-03-13,2022-08-15,33,6,45,2,0.03,989.7,ASEAN,Individual,3.2085561497326203,18,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0
764U,76.96,1,19.74,Deluxe,2023-02-06,2022-03-13,35,8,72,4,1.94,169.99,ASEAN,Family,1.19,23,2.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
868O,459.93,1,20.02,Classic,2022-09-15,2022-07-09,4,4,42,1,1.0,498.55,ASIA,Group,0.9756097560975611,23,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395G,217.82,0,1.67,Classic,2022-11-05,2022-03-16,73,12,36,4,2.87,34.12,WORLDWIDE,Individual,1.9607843137254901,20,6.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148T,288.12,0,67.75,Classic,2023-03-08,2022-05-06,63,8,26,3,2.49,507.16,ASEAN,Family,2.4096385542168677,10,3.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104H,518.81,0,153.51,Deluxe,2023-08-21,2023-05-18,30,13,55,4,0.96,329.7,ASEAN,Individual,3.69,29,2.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829S,667.22,1,34.09,Deluxe,2022-09-02,2023-08-29,10,9,54,1,2.67,633.18,ASEAN,Group,1.07,3,4.73,2661.61,0.0,0.0,0.0,0.0,0.0,2852.53
011W,245.48,1,48.91,Classic,2022-03-24,2023-09-05,44,5,20,2,1.71,366.8,ASEAN,Individual,2.16,23,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
569Q,418.81,1,50.45,Deluxe,2023-08-01,2022-07-08,82,3,70,3,0.94,5.38,ASEAN,Group,0.4792332268370607,19,6.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
872G,395.06,1,14.43,Deluxe,2023-06-24,2024-01-02,77,12,32,1,2.4,817.65,ASEAN,Individual,1.530612244897959,16,7.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
532Q,627.37,1,76.16,Deluxe,2023-02-21,2022-12-03,50,9,24,1,2.2,849.42,ASEAN,Group,1.8907563025210086,14,4.76,695.0,0.0,0.0,0.0,0.0,0.0,744.33
951Y,493.81,0,150.3,Classic,2023-03-24,2022-12-26,64,13,61,3,1.28,744.79,ASIA,Individual,1.21,25,5.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
016I,569.37,1,188.08,Deluxe,2023-11-28,2022-12-03,16,14,51,3,0.75,890.47,ASIA,Individual,2.03,17,1.41,0.0,497.5,4286.98,0.0,0.0,0.0,5230.37
699U,830.31,0,317.95,Deluxe,2022-03-07,2023-03-21,77,5,69,2,0.03,123.19,ASEAN,Group,0.74,22,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
631D,393.55,0,134.38,Classic,2022-12-17,2022-10-24,37,13,34,2,0.93,218.49,WORLDWIDE,Family,1.25,23,5.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
883L,754.64,0,270.28,Preferred,2022-05-01,2022-06-30,25,9,49,4,2.0,977.95,WORLDWIDE,Individual,0.91,8,5.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
784R,290.0,1,86.72,Deluxe,2022-02-27,2023-11-23,86,1,61,1,0.07,382.1,ASIA,Family,0.4,6,2.5,384.68,0.0,0.0,0.0,0.0,0.0,414.6
435H,265.17,0,45.12,Classic,2022-04-07,2022-02-21,55,9,44,4,1.82,883.76,WORLDWIDE,Individual,0.66,23,7.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835Y,625.95,0,144.81,Deluxe,2022-06-11,2022-08-18,17,8,25,3,1.91,939.73,WORLDWIDE,Individual,1.0471204188481675,26,7.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
005Y,917.92,0,141.77,Preferred,2022-05-24,2022-05-04,35,12,24,2,2.93,437.65,ASEAN,Individual,2.197802197802198,17,5.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169G,224.18,1,20.85,Classic,2023-05-06,2023-07-09,10,7,73,4,1.04,568.34,ASEAN,Group,1.96,25,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
869X,703.14,1,90.97,Preferred,2023-01-31,2023-10-08,40,14,61,1,1.11,146.14,ASEAN,Individual,1.1,25,7.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
737Z,345.37,0,67.39,Classic,2022-04-18,2023-09-12,61,10,45,3,0.47,880.42,ASIA,Individual,0.7,28,6.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278R,200.33,1,8.57,Classic,2022-09-06,2022-05-02,36,7,18,2,1.53,304.93,WORLDWIDE,Individual,2.35,13,1.16,579.29,0.0,0.0,0.0,0.0,0.0,658.37
427R,362.78,1,123.44,Classic,2023-08-08,2023-01-17,28,9,52,1,0.01,878.03,ASIA,Family,1.1764705882352942,9,7.65,63.42,0.0,0.0,0.0,0.0,0.0,68.74
280L,859.11,1,133.4,Preferred,2022-09-30,2022-11-26,88,9,56,1,0.83,188.37,ASEAN,Individual,2.980132450331126,15,3.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406A,310.79,1,10.19,Classic,2022-02-16,2023-06-04,66,7,51,1,1.92,960.6,ASIA,Group,0.8838383838383839,3,7.92,875.75,0.0,5459.98,3846.34,4.03,0.0,11292.92
341H,735.01,0,13.07,Preferred,2022-01-26,2023-10-13,28,12,47,2,0.45,787.91,ASIA,Individual,1.33,25,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242X,436.32,1,172.85,Deluxe,2022-02-15,2022-02-18,48,14,59,2,1.72,198.37,WORLDWIDE,Individual,1.23,14,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406A,312.5,0,11.93,Deluxe,2024-01-05,2022-05-21,27,2,66,2,2.88,760.95,ASEAN,Individual,0.4175365344467641,7,4.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0
710D,300.8,0,111.1,Classic,2022-05-19,2022-12-27,5,7,40,2,0.16,711.59,ASEAN,Individual,1.0687022900763359,12,6.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822V,448.91,0,111.14,Deluxe,2023-08-14,2022-08-10,48,8,39,3,1.62,840.98,ASIA,Individual,0.73,25,4.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
784R,290.08,1,22.32,Deluxe,2023-08-18,2022-06-19,66,3,32,3,1.31,625.59,ASEAN,Individual,0.8086253369272237,7,3.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387Z,211.25,0,4.67,Classic,2022-01-21,2022-07-15,12,5,38,1,0.18,924.0,WORLDWIDE,Group,2.5641025641025643,26,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435H,158.35,0,61.15,Deluxe,2023-08-02,2022-10-02,39,10,68,1,0.39,778.37,ASEAN,Individual,2.54,27,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166T,313.55,0,62.41,Classic,2022-04-29,2023-11-25,80,11,39,3,1.23,536.52,ASEAN,Family,1.37,14,4.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498A,801.68,1,111.15,Deluxe,2023-04-25,2022-12-25,82,4,18,4,0.86,136.04,ASEAN,Individual,1.05,11,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216B,543.67,1,165.19,Deluxe,2023-12-01,2022-03-17,75,4,21,3,2.83,155.66,ASEAN,Family,0.6033182503770739,23,6.63,0.0,0.0,0.0,0.0,516.79,0.0,573.6
154H,994.38,0,97.62,Preferred,2022-04-17,2023-02-21,72,7,55,4,0.69,869.13,ASEAN,Individual,0.65,12,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348P,380.53,0,20.04,Classic,2022-04-08,2022-06-25,26,5,65,3,0.9,656.2,ASIA,Family,1.33,6,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
801Y,353.36,0,70.54,Deluxe,2023-01-10,2023-08-29,78,14,49,3,1.22,461.2,ASEAN,Individual,4.11,19,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
982N,422.96,0,165.43,Deluxe,2023-06-19,2024-02-06,42,9,20,3,1.82,660.61,ASEAN,Family,4.8,9,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
011W,483.51,0,81.47,Classic,2022-06-19,2022-05-20,1,4,60,1,0.9,483.23,ASEAN,Group,2.81,20,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104H,757.57,2,17.19,Preferred,2022-07-28,2023-09-11,57,1,71,3,2.71,155.0,ASEAN,Individual,0.3048780487804878,4,3.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
896G,213.87,0,1.52,Classic,2022-10-31,2023-07-20,2,10,21,2,2.43,330.09,ASIA,Individual,0.97,26,2.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513L,276.85,0,12.78,Classic,2024-01-10,2022-05-13,86,11,21,2,1.11,214.05,ASEAN,Individual,4.78,8,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325Y,515.71,0,120.02,Preferred,2022-05-02,2022-05-06,44,14,48,1,2.53,832.52,ASEAN,Family,1.5,5,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171Y,1115.13,0,154.88,Preferred,2022-04-13,2023-12-20,26,5,22,4,1.49,42.6,ASEAN,Individual,1.2594458438287153,17,3.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427R,289.91,1,33.65,Classic,2022-08-02,2022-05-24,82,10,32,3,2.2,628.48,ASEAN,Family,1.43,25,4.47,0.0,0.0,0.0,0.0,444.09,0.0,469.96
701B,215.35,1,24.78,Classic,2023-10-10,2023-10-21,28,8,35,3,1.72,315.65,ASIA,Individual,0.5,25,6.06,612.85,0.0,0.0,0.0,0.0,406.86,1167.77
001G,223.88,0,7.93,Classic,2023-11-03,2022-12-20,24,9,28,4,2.73,886.27,ASIA,Individual,3.53,4,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427R,672.62,0,46.92,Deluxe,2023-04-09,2022-12-25,11,13,31,3,2.95,198.75,ASIA,Family,1.63727959697733,27,7.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389A,334.04,0,86.15,Deluxe,2023-06-16,2023-10-12,8,10,71,1,0.74,891.53,ASEAN,Individual,1.3003901170351104,6,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
