ClaimNo_AT,AccidentDesc,AccidentTypeDesc,DriverNric
POL-2023-249022,Hit and run incident in intersection. Vehicle minor scratches. Driver had fractured ribs.,vehicle,S6179077E
POL-2023-309675,Rear-ended by another vehicle while changing lanes. Suffered back pain. Police report filed. No witnesses present.,vehicle,S2277962G
POL-2020-586069,Flight delayed for 6 hours. Missed hotel reservation. Incurred $5000 in expenses.,travel,S2665331E
POL-2023-160088,Rear-ended by another vehicle while parking. Suffered fractured ribs. Police report filed.,vehicle,S3212485A
POL-2021-412100,Sudden heart palpitations while traveling. Transported to hospital. physical therapy administered. Insurance claim to follow.,medical,S4694441E
POL-2020-541620,Trip cancelled due to medical emergency. Non-refundable bookings worth $1000. Previous claim history: none.,travel,S6277511H
POL-2022-222894,Car accident on Interstate 95 involving 4 vehicles. neck strain reported. significant damage to vehicle.,vehicle,S7040607C
POL-2020-953369,Slipped and fell at parking lot. Resulted in whiplash. Required observation. Photos attached.,medical,S4660898H
POL-2024-742184,Passport stolen in intersection. Had to slowing down. Additional costs incurred.,travel,S9289405F
POL-2022-538910,Hit and run incident in shopping mall. Vehicle significant damage. Driver had knee injury.,vehicle,S7790764H
POL-2021-417421,Flight delayed for 24 hours. Missed tour booking. Incurred $500 in expenses. Photos attached.,travel,S5287818B
POL-2020-543785,Equipment failure during swimming resulted in neck strain. Required medication. Urgent processing requested.,sports,S3379239C
POL-2021-225823,Vehicle collided with another vehicle at highway. Driver experienced fractured ribs. Icy conditions.,vehicle,S5759604E
POL-2020-450593,Water damage to apartment due to mechanical failure. Estimated repair cost $25000.,property,S6291338A
POL-2023-709491,Single vehicle accident due to brake failure. back pain sustained. Vehicle rear damage.,vehicle,S2267483E
POL-2024-579495,Slipped and fell at highway. Resulted in neck strain. Required observation.,medical,S6929493D
POL-2020-117853,Sudden chest pain while sightseeing. Transported to hospital. physical therapy administered.,medical,S4634479E
POL-2022-490497,Hit and run incident in intersection. Vehicle total loss. Driver had whiplash.,vehicle,S4551143F
POL-2021-821867,Vandalism to storage unit. minor scratches requiring professional repair.,property,S6005290C
POL-2021-930559,Flight delayed for 12 hours. Missed tour booking. Incurred $2000 in expenses.,travel,S4207861B
POL-2022-173514,Fell ill with stomach flu during trip to Egypt. Medical expenses $1000.,travel,S7180332C
POL-2020-223817,Slipped and fell at residential area. Resulted in shoulder pain. Required emergency surgery. Previous claim history: none.,medical,S4635925G
POL-2021-827574,Pre-existing seizure aggravated during travel. Required medication. Photos attached.,medical,S1742054D
POL-2023-707696,Vehicle collided with wall at intersection. Driver experienced back pain. Clear conditions.,vehicle,S5488164B
POL-2020-408545,Storm damage to vehicle. rear damage observed. Temporary accommodation needed.,property,S3024277B
POL-2020-617601,Vehicle collided with pole at highway. Driver experienced neck strain. Foggy conditions.,vehicle,S7365065B
POL-2020-314018,Pre-existing seizure aggravated during travel. Required specialized care.,medical,S5318856F
POL-2021-796453,Vehicle collided with barrier at downtown. Driver experienced back pain. Windy conditions.,vehicle,S4752310B
POL-2021-367541,Fell ill with stomach flu during trip to India. Medical expenses $10000.,travel,S4098023E
POL-2023-286997,Rear-ended by another vehicle while changing lanes. Suffered fractured ribs. Police report filed. Seeking full compensation.,vehicle,S2866611D
POL-2022-539448,"Luggage lost on flight from Singapore to Dubai. Contained business documents, laptop.",travel,S1037109B
POL-2022-573694,Pre-existing seizure aggravated during travel. Required medication.,medical,S5617487E
POL-2022-640771,Rear-ended by another vehicle while changing lanes. Suffered bruises. Police report filed. Urgent processing requested.,vehicle,S1467153H
POL-2024-388692,Hit and run incident in intersection. Vehicle rear damage. Driver had back pain. No witnesses present.,vehicle,S5103076G
POL-2023-485373,Allergic reaction to medication. Experienced difficulty breathing. Emergency treatment required.,medical,S8522208F
POL-2024-882280,Overexertion during traveling caused back pain. Doctor recommended medication.,sports,S5005711G
POL-2024-102232,Injured knee while playing swimming. shoulder pain diagnosed. Treatment: medication.,sports,S6710372H
POL-2021-693097,Single vehicle accident due to brake failure. neck strain sustained. Vehicle significant damage.,vehicle,S2037442H
POL-2021-202574,Collision with wall during swimming activity. Sustained concussion.,sports,S7775112H
POL-2024-705398,Allergic reaction to peanuts. Experienced severe pain. Emergency treatment required. No witnesses present.,medical,S5144669D
POL-2022-306420,"Burglary at residence. business documents, laptop stolen. Property damage includes rear damage. Previous claim history: none.",property,S4046457B
POL-2021-566549,Fall during cycling practice. concussion to back. X-ray showed minor fracture.,sports,S4814129E
POL-2024-896472,Water damage to apartment due to slippery road. Estimated repair cost $1000.,property,S7990635F
POL-2022-582661,Slipped and fell at shopping mall. Resulted in fractured ribs. Required specialized care. Insurance claim to follow.,medical,S8795645E
POL-2024-266166,Passport stolen in downtown. Had to parking. Additional costs incurred. Urgent processing requested.,travel,S6657576H
POL-2021-440902,Fell ill with altitude sickness during trip to Mexico. Medical expenses $25000. Previous claim history: none.,travel,S5764276C
POL-2024-508292,Rear-ended by another vehicle while parking. Suffered knee injury. Police report filed.,vehicle,S5157063D
POL-2024-214975,Pre-existing seizure aggravated during travel. Required physical therapy.,medical,S3476550D
POL-2022-472113,Trip cancelled due to family emergency. Non-refundable bookings worth $1000.,travel,S9427131H
POL-2024-965567,Pre-existing seizure aggravated during travel. Required medication.,medical,S3043270G
POL-2021-735557,Trip cancelled due to political unrest. Non-refundable bookings worth $5000.,travel,S6210505B
POL-2023-231004,Allergic reaction to peanuts. Experienced dizziness. Emergency treatment required.,medical,S3180325H
POL-2020-968800,Fell ill with COVID-19 during trip to Egypt. Medical expenses $5000.,travel,S3040907E
POL-2024-626881,Equipment failure during tennis resulted in whiplash. Required emergency surgery.,sports,S2618422B
POL-2021-192304,Fell ill with stomach flu during trip to India. Medical expenses $1000.,travel,S1032382C
POL-2022-868946,Hit and run incident in highway. Vehicle minor scratches. Driver had whiplash.,vehicle,S3240467E
POL-2024-737376,Slipped and fell at parking lot. Resulted in back pain. Required observation.,medical,S2535398C
POL-2022-544298,"Luggage lost on flight from Tokyo to Dubai. Contained electronics, clothing, documents.",travel,S6172677H
POL-2020-417783,"Food poisoning at airport cafe. Symptoms included severe headache, fever. Hospitalized for 1 days.",medical,S4652301H
POL-2020-495089,"Luggage lost on flight from Singapore to Bangkok. Contained electronics, clothing, documents.",travel,S3736090F
POL-2024-225642,Passport stolen in residential area. Had to turning left. Additional costs incurred.,travel,S4674131F
POL-2024-932136,Storm damage to office. total loss observed. Temporary accommodation needed.,property,S6554087B
POL-2022-479771,Sudden asthma attack while working. Transported to hospital. medication administered.,medical,S5439832A
POL-2022-264165,Vandalism to storage unit. total loss requiring professional repair.,property,S9603843F
POL-2022-761333,Pre-existing diabetic emergency aggravated during travel. Required physical therapy.,medical,S1558382C
POL-2022-242661,Vehicle collided with cyclist at intersection. Driver experienced shoulder pain. Foggy conditions.,vehicle,S6363072F
POL-2024-628449,Passport stolen in shopping mall. Had to turning left. Additional costs incurred. Urgent processing requested.,travel,S2856159C
POL-2023-129990,Storm damage to apartment. total loss observed. Temporary accommodation needed. No witnesses present.,property,S7141510D
POL-2020-737970,Equipment failure during skiing resulted in neck strain. Required observation. Previous claim history: none.,sports,S2246144H
POL-2023-995130,Slipped and fell at intersection. Resulted in knee injury. Required observation. Previous claim history: none.,medical,S7277892B
POL-2023-396395,Water damage to apartment due to brake failure. Estimated repair cost $1000.,property,S7315576D
POL-2020-233666,Pre-existing chest pain aggravated during travel. Required observation.,medical,S5082595G
POL-2020-449885,Vehicle collided with wall at intersection. Driver experienced neck strain. Foggy conditions. Previous claim history: none.,vehicle,S6596408E
POL-2020-567788,Car accident on Highway 1 involving 2 vehicles. knee injury reported. total loss to vehicle.,vehicle,S8869814G
POL-2022-688121,Fall during skiing practice. concussion to back. X-ray showed minor fracture.,sports,S2507851A
POL-2023-190611,Allergic reaction to insect sting. Experienced dizziness. Emergency treatment required. No witnesses present.,medical,S7258209B
POL-2020-547994,Car accident on Interstate 95 involving 2 vehicles. whiplash reported. total loss to vehicle.,vehicle,S1340533H
POL-2023-211544,Car accident on Main Street involving 4 vehicles. neck strain reported. front bumper damaged to vehicle.,vehicle,S4837701E
POL-2020-219063,Slipped and fell at highway. Resulted in bruises. Required emergency surgery.,medical,S8369722C
POL-2021-216651,Hit and run incident in residential area. Vehicle front bumper damaged. Driver had neck strain.,vehicle,S4831551F
POL-2021-375665,Vehicle collided with wall at highway. Driver experienced shoulder pain. Normal conditions. Urgent processing requested.,vehicle,S3137685C
POL-2023-501749,Water damage to vehicle due to mechanical failure. Estimated repair cost $1000.,property,S4638224H
POL-2022-851726,Storm damage to home. minor scratches observed. Temporary accommodation needed.,property,S8180515A
POL-2021-678467,Flight delayed for 3 hours. Missed tour booking. Incurred $2000 in expenses. Previous claim history: none.,travel,S2478227D
POL-2021-641230,Collision with cyclist during football activity. Sustained bruises.,sports,S1340243E
POL-2023-214435,"Allergic reaction to shellfish. Experienced severe headache, fever. Emergency treatment required. Urgent processing requested.",medical,S3456824E
POL-2021-373164,Single vehicle accident due to animal crossing. back pain sustained. Vehicle total loss.,vehicle,S2346369B
POL-2022-665736,Trip cancelled due to natural disaster. Non-refundable bookings worth $10000. Insurance claim to follow.,travel,S3235474G
POL-2023-128205,Fell ill with COVID-19 during trip to Mexico. Medical expenses $25000.,travel,S7878296F
POL-2023-154147,Collision with tree during skiing activity. Sustained neck strain.,sports,S9568586E
POL-2024-208786,Rear-ended by another vehicle while changing lanes. Suffered fractured ribs. Police report filed.,vehicle,S8196632F
POL-2020-585380,Passport stolen in intersection. Had to changing lanes. Additional costs incurred.,travel,S5278214D
POL-2022-725043,Flight delayed for 6 hours. Missed cruise departure. Incurred $500 in expenses.,travel,S9425833E
POL-2022-787470,"Allergic reaction to shellfish. Experienced nausea, vomiting, diarrhea. Emergency treatment required.",medical,S8957336B
